Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0008-3.tif (RGB),P21-42-V1,red channel puncta,2724,19.14023495,74.22063142,112.3384728,88.61357911,green channel puncta,3851,8.748896391,126.465074,176.604778,151.9820109,blue channel puncta,-,-,-,-,-,colocalized puncta,714,25.65406162,99.60014006,154.8284314,123.5945941
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0008-4.tif (RGB),P21-42-V1,red channel puncta,2785,21.72639138,79.28258528,120.270018,94.68160862,green channel puncta,3437,8.429444283,125.263311,174.9421007,150.1007332,blue channel puncta,-,-,-,-,-,colocalized puncta,721,29.7704577,101.4382802,158.7503467,125.4809078
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0008-5.tif (RGB),P21-42-V1,red channel puncta,2984,23.37902145,87.29859249,130.6880027,103.9026703,green channel puncta,4653,10.12851923,100.9838814,155.55706,124.8512631,blue channel puncta,-,-,-,-,-,colocalized puncta,1107,37.06458898,93.61020777,156.0212285,118.4804258
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0008-5.tif (RGB),P21-42-V1,red channel puncta,2582,20.91208366,93.49070488,137.041828,110.61552,green channel puncta,4653,10.12851923,100.9838814,155.55706,124.8512631,blue channel puncta,-,-,-,-,-,colocalized puncta,904,28.85730088,96.70409292,158.0370575,121.8172283
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0009-1.tif (RGB),P21-42-V1,red channel puncta,3150,21.7,70.14603175,109.2152381,84.6005488,green channel puncta,4397,9.09370025,135.3770753,182.5239936,161.0582279,blue channel puncta,-,-,-,-,-,colocalized puncta,927,27.83441208,102.4573894,155.7750809,125.9972128
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0009-2.tif (RGB),P21-42-V1,red channel puncta,3135,23.11068581,75.16969697,116.2673046,90.61724111,green channel puncta,4896,9.546160131,124.5,178.6247958,151.6497473,blue channel puncta,-,-,-,-,-,colocalized puncta,1125,32.112,99.17111111,159.5675556,125.1084565
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0009-3.tif (RGB),P21-42-V1,red channel puncta,2665,19.85628518,93.62551595,136.4311445,110.9619793,green channel puncta,5279,9.924606933,116.5605228,173.1875355,143.5553908,blue channel puncta,-,-,-,-,-,colocalized puncta,950,26.87210526,104.3057895,165.4315789,131.3485093
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0009-4.tif (RGB),P21-42-V1,red channel puncta,2914,22.01372684,101.5717227,145.9921071,119.9194158,green channel puncta,5062,10.29355986,105.2765705,162.7698538,130.8102107,blue channel puncta,-,-,-,-,-,colocalized puncta,1042,32.05662188,102.6641075,165.5427063,129.6949737
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0009-5.tif (RGB),P21-42-V1,red channel puncta,3001,21.75641453,109.7557481,156.17994,129.532802,green channel puncta,4608,10.55295139,92.30533854,147.6786024,115.2766435,blue channel puncta,-,-,-,-,-,colocalized puncta,1083,31.49630656,100.3836565,164.5295476,127.2126834
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0010-1.tif (RGB),P21-42-V1,red channel puncta,2789,24.13373969,71.1972033,109.4288275,85.32218155,green channel puncta,4762,9.350902982,124.6087778,180.5852583,152.9651838,blue channel puncta,-,-,-,-,-,colocalized puncta,958,51.7776618,97.1591858,157.5720251,122.4905445
