Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0008-3.tif (RGB),Vamp2 Inhi,red channel puncta,2438,18.92083675,55.55373257,98.73174733,71.18949939,green channel puncta,3298,17.12553062,46.6443299,100.4778654,65.31377821,blue channel puncta,-,-,-,-,-,colocalized puncta,849,32.3409894,50.60070671,110.7856302,70.11478091
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0008-4.tif (RGB),Vamp2 Inhi,red channel puncta,2533,17.76667983,55.57718121,97.77615476,71.05280427,green channel puncta,3437,16.36252546,42.55862671,92.64533023,59.89388409,blue channel puncta,-,-,-,-,-,colocalized puncta,893,30.16741321,48.58342665,106.0128779,67.25534077
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0008-5.tif (RGB),Vamp2 Inhi,red channel puncta,2992,21.68048128,48.2092246,86.18983957,61.62637834,green channel puncta,3769,18.90209605,36.13955956,81.52825683,50.90826745,blue channel puncta,-,-,-,-,-,colocalized puncta,1264,44.16099684,41.81962025,96.71756329,58.34533149
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0009-1.tif (RGB),Vamp2 Inhi,red channel puncta,2767,24.46584749,55.44633177,103.5496928,72.68895418,green channel puncta,3216,19.15485075,67.16449005,129.1368159,91.32472574,blue channel puncta,-,-,-,-,-,colocalized puncta,1205,46.59626556,60.67759336,126.4377593,83.67706216
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0009-2.tif (RGB),Vamp2 Inhi,red channel puncta,2949,25.12478806,47.20481519,90.13190912,62.26855429,green channel puncta,3370,17.7305638,47.61305638,102.2115727,66.65460838,blue channel puncta,-,-,-,-,-,colocalized puncta,1198,56.31844741,47.02921536,110.5354758,66.91245528
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0009-3.tif (RGB),Vamp2 Inhi,red channel puncta,2772,23.22835498,47.25901876,88.63708514,61.72795839,green channel puncta,3355,16.97496274,42.46915052,93.2318927,59.9355146,blue channel puncta,-,-,-,-,-,colocalized puncta,1081,46.05642923,44.46345976,104.9458834,63.11995226
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0009-4.tif (RGB),Vamp2 Inhi,red channel puncta,3032,24.61774406,43.16754617,83.27506596,57.00609578,green channel puncta,3428,18.59889148,37.16365228,84.70857643,52.82924909,blue channel puncta,-,-,-,-,-,colocalized puncta,1229,49.95484133,39.77664768,97.42595606,56.69169821
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0009-5.tif (RGB),Vamp2 Inhi,red channel puncta,2784,22.04274425,45.20402299,84.56537356,59.00885056,green channel puncta,2663,14.08824634,43.75140819,91.42846414,60.78095674,blue channel puncta,-,-,-,-,-,colocalized puncta,824,38.40473301,44.00546117,99.22087379,61.47652331
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0010-1.tif (RGB),Vamp2 Inhi,red channel puncta,2724,22.68245228,47.22577093,91.9335536,62.75726525,green channel puncta,3354,19.47883125,60.72122838,119.5274299,82.12282714,blue channel puncta,-,-,-,-,-,colocalized puncta,1123,40.19323241,53.4777382,117.4260908,74.50288529
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0010-2.tif (RGB),Vamp2 Inhi,red channel puncta,2753,21.45840901,41.02324737,79.80675627,54.33694133,green channel puncta,3148,16.71188056,45.44409149,96.17217281,62.79348082,blue channel puncta,-,-,-,-,-,colocalized puncta,981,33.90621814,42.86340469,100.4148828,60.67989763
