Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0010-3.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2085,23.33477218,79.68585132,102.7458034,88.30931745,green channel puncta,4054,14.34805131,72.27873705,112.8635915,88.19826181,blue channel puncta,-,-,-,-,-,colocalized puncta,904,47.64159292,75.55475664,119.9574115,91.16733046
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0010-4.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2258,21.77192205,86.77945084,112.3675819,96.48709041,green channel puncta,3913,12.99054434,84.52593918,143.3662152,110.0867712,blue channel puncta,-,-,-,-,-,colocalized puncta,923,37.82069339,85.15709642,140.2719393,107.0810319
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0010-5.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2309,21.6344738,70.69553919,94.05240364,79.54445253,green channel puncta,4751,13.14628499,74.07093244,147.555041,105.5029839,blue channel puncta,-,-,-,-,-,colocalized puncta,1281,33.94223263,71.71506635,131.8657299,96.04522318
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0011-1.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2707,26.14480975,92.00369413,126.0243812,104.9117659,green channel puncta,3825,12.66771242,117.970719,143.5722876,132.4934551,blue channel puncta,-,-,-,-,-,colocalized puncta,1028,60.76021401,104.2670233,145.5505837,121.7065783
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0011-2.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2023,17.97034108,128.6633712,162.2521008,143.7217919,green channel puncta,4055,12.20715166,111.9358816,147.1906289,130.3317745,blue channel puncta,-,-,-,-,-,colocalized puncta,742,28.35849057,119.5929919,160.134097,139.8129346
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0011-3.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2689,20.39271104,138.7188546,170.2804016,153.7719961,green channel puncta,4564,13.77738826,100.5753725,144.9307625,121.021309,blue channel puncta,-,-,-,-,-,colocalized puncta,1154,33.41767764,118.9822357,163.3210572,140.423503
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0011-4.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2713,20.2285293,138.659049,174.9023222,154.9665403,green channel puncta,5415,14.66500462,91.8823638,153.7586334,119.955304,blue channel puncta,-,-,-,-,-,colocalized puncta,1432,31.20740223,114.5024441,172.9196927,141.0320491
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0011-5.tif (RGB),V2 Vglut1 PSD95,red channel puncta,1506,80.61288181,42.14010624,61.51593625,48.29124208,green channel puncta,2756,20.45246734,46.2532656,98.24092888,64.36582426,blue channel puncta,-,-,-,-,-,colocalized puncta,1100,314.7827273,44.07363636,98.74090909,60.40061027
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0012-1.tif (RGB),V2 Vglut1 PSD95,red channel puncta,3019,30.23915204,69.68698244,97.63265982,79.77007142,green channel puncta,5280,14.48731061,98.51344697,142.7223485,119.4381007,blue channel puncta,-,-,-,-,-,colocalized puncta,1514,74.4346103,83.56935271,132.3936592,103.0717244
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0012-2.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2700,21.85925926,92.05777778,124.4766667,104.4958579,green channel puncta,4527,12.46940579,97.85398719,143.5880274,118.662802,blue channel puncta,-,-,-,-,-,colocalized puncta,1091,40.02978918,94.24977085,145.0146654,114.9130336
